"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"458.00","9.00","46.28459488","20.18732313","3.0","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"459.00","10.00","46.26497689","20.18209410","3.0","7.0","71.67","2.58","0.67","0.65","0.18","2.9","723.31","0.98","92.17","57.56","59785.87","260.05","7.18","16.8","1779.0","4.272072250005828","0.9477893989335261","-0.40047756659712525","-0.4307829160924542","-1.7147984280919266","1.0647107369924282","6.583837899281577","-0.020202707317519466","4.523634698005573","4.052827882019167","10.998524624392985","5.560873920219081","7.483806687665835","0.21609290976168483","-0.5895453545778483","0.4984045439250501","0.06799158153687547","-1.2432067141010668"
"460.00","11.00","46.25678531","20.19530116","3.0","7.0","118.6","3.37","0.91","0.28","0.16","8.15","904.6","","128.76","68.6","125152.06","97.18","7.26","16.3","1672.0","4.775756486563625","1.2149127443642704","-0.09431067947124129","-1.2729656758128873","-1.8325814637483102","2.0980179272527715","6.8074928570437425","","4.8579502064306075","4.22829253473184","11.737284756972155","4.576564928977757","7.421775793644647","","","","",""
"461.00","12.00","46.26211163","20.16404530","3.0","7.0","7.19","42.77","0.32","1.66","0.2","0.23","23.12","0.52","128.2","114.38","577410.59","155.47","6.76","17.7","12900.0","1.9726911717329554","3.7558369222388173","-1.1394342831883648","0.5068176023684519","-1.6094379124341003","-1.4696759700589417","3.1406980438041767","-0.6539264674066639","4.853591544486569","4.73952623848717","13.26630888688102","5.046452786961649","9.464982590349763","-1.8828716718592196","0.7187565642771725","1.7579505903137425","2.3872590727857848","-0.44753829383510324"
"462.00","13.00","46.26236168","20.15206926","3.0","7.0","92.68","3.45","0.4","0.22","0.1","1.8","1028.44","3.6","80.73","460.47","82697.24","7211.7","6.83","18.3","4100.0","4.529152699564175","1.2383742310432684","-0.916290731874155","-1.5141277326297755","-2.3025850929940455","0.5877866649021191","6.93579837000678","1.2809338454620642","4.391110253406924","6.132247706993426","11.322941506815209","8.883459986120243","8.318742252692399","0.20059267219143195","-1.1092221756754537","1.4968741122455218","1.3681493839120715","0.48911113822979124"
"463.00","14.00","46.25827456","20.15745932","3.0","7.0","14.2","5.39","0.74","0.24","0.1","1.0","93.48","0.99","69.84","187.6","6135.47","165.8","7.15","16.4","1019.0","2.653241964607215","1.6845453849209058","-0.3011050927839216","-1.4271163556401458","-2.3025850929940455","0.0","4.537747509670657","-0.01005033585350145","4.246206911531347","5.234312036572124","8.721841963827597","5.110782242701195","6.926577033222725","-0.5695242602906354","-0.5854513675587691","0.2527317611945429","-0.48179055923812686","-0.7701269634032578"
"464.00","15.00","46.25394843","20.13878553","3.0","7.0","9.25","2.77","1.33","0.24","0.1","0.93","1263.2","0.87","4196.57","61.62","14242.76","813.83","7.04","19.8","2569.0","2.224623551524334","1.0188473201992472","0.28517894223366247","-1.4271163556401458","-2.3025850929940455","-0.07257069283483537","7.141403462941432","-0.13926206733350766","8.342022803950902","4.120986493168521","9.564003986409972","6.701751498982498","7.851271997109883","-0.5236987282688904","-1.3357770422199873","1.9621070841400627","-0.3458096920854082","-0.9159782041281401"
"465.00","16.00","46.25061985","20.13224626","3.0","7.0","71.06","2.62","0.95","0.45","0.1","0.02","365.78","","107.22","79.04","497215.64","814.55","7.04","15.3","5390.0","4.263524590592881","0.9631743177730056","-0.05129329438755058","-0.7985076962177716","-2.3025850929940455","-3.912023005428146","5.902032059776429","","4.674882798399391","4.369954053439613","13.116779094278424","6.702635813512178","8.592300663903043","","","","",""
"466.00","17.00","46.24668368","20.12573274","3.0","7.0","112.14","4.97","0.38","0.12","0.29","17.16","2506.41","1.1","113.34","64.38","93354.13","39.1","7.46","16.9","1790.0","4.719748090695527","1.6034198401085373","-0.9675840262617056","-2.120263536200091","-1.2378743560016174","2.8425810940598164","7.82660672941617","0.09531017980432493","4.730392150741473","4.164803025870662","11.444155390090842","3.66612246699132","7.489970898834801","1.065131308089923","-1.040622462776814","-0.2226210440541382","-0.10674275967090618","-0.9687725344534485"
"467.00","18.00","46.23883960","20.11346484","3.0","7.0","28.72","2.44","0.09","0.34","0.1","2.8","600.21","0.39","232.92","122.69","57304.13","280.67","7.36","17.8","1317.0","3.3575937441800234","0.8919980393051105","-2.4079456086518722","-1.0788096613719298","-2.3025850929940455","1.0296194171811581","6.397279593980435","-0.941608539858445","5.450695046968919","4.809660848803092","10.956127976894255","5.637179601988253","7.183111701743281","0.06620791132301813","-1.0670440627552444","0.33725638002291924","-0.2365153768042992","-1.2205741850102352"
"468.00","19.00","46.23053857","20.10034707","3.0","7.0","6.48","2.17","0.01","0.35","0.11","0.27","39.24","0.53","514.55","88.23","4568.7","18.19","7.08","14.2","1389.0","1.8687205103641833","0.7747271675523681","-4.605170185988091","-1.0498221244986778","-2.2072749131897207","-1.3093333199837622","3.6696966346971625","-0.6348782724359695","6.243292732282101","4.479947041234014","8.426983979525755","2.900871992530031","7.236339342754344","-1.5197374559530576","-0.7424267225859855","0.29408552026696705","-0.6540868151590267","-0.9271224869880003"
"469.00","20.00","46.24153422","20.13221898","3.0","7.0","40.76","4.0","0.0","0.2","0.12","2.04","853.97","0.13","126.19","66.03","30210.61","24.2","7.48","15.4","1240.0","3.707701208354524","1.3862943611198906","","-1.6094379124341003","-2.120263536200091","0.712949807856125","6.7498960643659185","-2.0402208285265546","4.837788707664819","4.19010918420648","10.315948466166269","3.186352633162641","7.122866658599083","0.1467183410777521","-0.8625619029470283","-0.5002696309522618","-0.47807817751931925","-1.7960506307540796"
"470.00","21.00","46.24300451","20.14320387","3.0","7.0","75.76","1.65","0.39","0.36","0.14","3.54","456.21","1.62","251.63","92.95","17222.08","75.08","7.48","17.0","1393.0","4.327570448877823","0.5007752879124892","-0.941608539858445","-1.0216512475319814","-1.9661128563728327","1.264126727145683","6.122953229820477","0.4824261492442928","5.527959754602076","4.532061714167453","9.75394756046655","4.3185542117183084","7.239214973779806","0.2379513136298246","-1.092707992290534","-0.06836235330078375","-0.5784932274749773","-0.6016871808916319"
"471.00","22.00","46.24557979","20.15097325","3.0","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"472.00","23.00","46.24840638","20.15806068","3.0","7.0","42.39","1.73","0.46","0.86","0.12","1.49","211.28","19.28","9631.93","376.4","0.0","57.39","6.92","19.2","1292.0","3.746912485364546","0.5481214085096876","-0.7765287894989963","-0.15082288973458366","-2.120263536200091","0.3987761199573678","5.353184267988877","2.9590682891823996","9.172838900080334","5.930652407711224","","4.049870072120271","7.163946684342547","","","","",""
"473.00","24.00","46.25172895","20.16445487","3.0","7.0","121.28","4.04","0.66","0.18","0.16","4.46","4469.58","0.84","0.0","79.94","405757.26","1569.52","6.91","17.0","2859.0","4.7981019218940615","1.3962446919730587","-0.4155154439616658","-1.7147984280919266","-1.8325814637483102","1.4951487660319727","8.405049723461579","-0.1743533871447778","","4.3812763532831775","12.91351037800789","7.358525119112573","7.958227192322312","","","","",""
"474.00","25.00","46.24005589","20.18297373","3.0","7.0","3.44","0.65","0.0","0.93","0.18","0.0","15.79","2.29","4656.21","0.0","0.0","6.86","6.83","14.8","1425.0","1.235471471385307","-0.4307829160924542","","-0.07257069283483537","-1.7147984280919266","","2.7593768282675506","0.8285518175661483","8.445957091486944","","","1.925707441737794","7.261927092702751","","","","",""
"475.00","26.00","46.23663514","20.17605732","3.0","7.0","10.03","0.52","0.12","0.48","0.1","","17.73","8.2","10627.07","79.41","86.36","21.8","6.79","19.8","1203.0","2.305580601973844","-0.6539264674066639","-2.120263536200091","-0.7339691750802004","-2.3025850929940455","","2.8752581200861167","2.1041341542702074","9.27115979834639","4.37462430490712","4.458524605646606","3.0819099697950434","7.0925737159746784","","","","",""
"476.00","27.00","46.22037611","20.16340414","3.0","7.0","34.6","6.29","1.46","0.26","0.15","3.21","3707.2","0.9","719.14","222.77","684.69","29.7","6.95","15.7","6450.0","3.543853682063679","1.8389610707123492","0.37843643572024505","-1.3470736479666092","-1.8971199848858813","1.1662709371419244","8.218032153678111","-0.10536051565782628","6.578056053648345","5.406139849076783","6.528966181083896","3.391147045808654","8.771835409789817","0.23263031112299157","-0.7720595130382989","0.7376439487599964","-0.057824542384490675","0.4978314304099638"
"477.00","28.00","46.25197526","20.15110145","3.0","7.0","562.89","5.51","0.33","0.19","0.1","13.24","967.5","1.42","124.21","74.98","33545.64","249.52","6.62","15.1","4480.0","6.333084227167393","1.706564623164823","-1.1086626245216111","-1.6607312068216509","-2.3025850929940455","2.5832425505088623","6.874715424903937","0.35065687161316933","4.821973681556102","4.317221411307766","10.420662178664296","5.519539072299548","8.40737832540903","0.9469205387061834","-0.6030163637890612","1.2647069088392198","0.6612962295841619","-0.5987337384946281"
"478.00","1.00","46.26445781","20.07529457","3.0","9.0","41.66","4.58","0.26","0.77","0.26","8.34","283.71","1.97","610.06","103.31","56171.03","74.65","7.35","17.5","1497.0","3.729541435832826","1.5216989981260935","-1.3470736479666092","-0.2613647641344075","-1.3470736479666092","2.1210632163706555","5.647952589695531","0.6780335427498971","6.413557312986002","4.637734176861354","10.936156422549026","4.312810523985199","7.311218384419629","0.1841132924283873","-0.4399424169234752","0.4890408541723855","-0.5433275983169887","-0.5645580712482083"
"479.00","2.00","46.27994942","20.09128970","3.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480.00","3.00","46.27069589","20.11667412","3.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"481.00","4.00","46.27920246","20.12871370","3.0","9.0","36.1","9.37","0.23","0.31","0.14","5.39","884.23","2.72","475.85","222.03","1031.67","8.35","7.18","17.1","3760.0","3.586292865338835","2.2375130962503307","-1.4696759700589417","-1.171182981502945","-1.9661128563728327","1.6845453849209058","6.784717209791913","1.000631880307906","6.165102678518353","5.402812507877485","6.9389341274631375","2.122261538862764","8.23217423638394","0.22541361657860062","-0.5848246099611636","0.2355143297779192","-0.5156959366070997","0.7402249063608887"
"482.00","5.00","46.27494389","20.13112318","3.0","9.0","121.44","6.15","0.28","0.43","0.17","6.94","535.24","2.18","492.57","109.75","241233.27","8.12","7.41","17.6","2669.0","4.79942031364732","1.8164520818184267","-1.2729656758128873","-0.843970070294529","-1.7719568419318752","1.937301774518713","6.282715244436788","0.7793248768009977","6.1996365824920465","4.698205051955281","12.393519669646349","2.0943301541735866","7.889459149404524","0.36730320017448187","-0.7060099612628167","-0.019719927441836538","0.10740339449555486","-0.006926563951113213"
"483.00","6.00","46.26920020","20.15307660","3.0","9.0","21.43","6.41","0.06","0.81","0.12","0.87","35.24","2.43","444.37","49.65","174385.37","18.59","7.4","17.2","4400.0","3.064791809485486","1.8578592709325787","-2.8134107167600364","-0.21072103131565253","-2.120263536200091","-0.13926206733350766","3.562181801067979","0.8878912573524571","6.0966575487361165","3.9049983904911816","12.069022899323574","2.922623801733353","8.389359819906353","-1.1566456323038155","-0.24457366910554162","0.4890265124102515","0.7203633473435291","-0.3370685035945395"
"484.00","7.00","46.26934011","20.16596127","3.0","9.0","47.68","1.64","0.03","0.62","0.1","1.3","631.38","2.02","2040.43","919.66","44168.48","4.84","7.73","18.1","2516.0","3.8645120227570944","0.494696241836107","-3.506557897319982","-0.4780358009429998","-2.3025850929940455","0.26236426446749106","6.447907899980776","0.7030975114131134","7.620915848940095","6.82400403651964","10.695766691501278","1.5769147207285403","7.830425617820331","-0.227157994334736","-1.5097948300963977","-0.6988066205617903","-0.23442926461016905","1.5415102549720368"
"485.00","8.00","46.27819983","20.16376994","3.0","9.0","50.08","6.53","0.26","0.38","0.1","0.97","697.61","1.36","592.43","120.08","363109.2","23.33","7.36","17.4","2870.0","3.913621726791843","1.8764069432883397","-1.3470736479666092","-0.9675840262617056","-2.3025850929940455","-0.030459207484708574","6.547660207354412","0.3074846997479607","6.384232722569882","4.788158187325206","12.802458894454066","3.1497400860333387","7.962067308753666","-0.29302400769993237","-0.7401269791716626","0.2976477278330742","0.4699526363012642","-0.16358212949160286"
"486.00","9.00","46.28459488","20.18732313","3.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"487.00","10.00","46.26497689","20.18209410","3.0","9.0","179.45","6.77","0.89","0.48","0.42","8.18","1707.8","1.68","568.27","55.07","28486.64","3057.47","6.92","18.9","1753.0","5.189896617593616","1.9125010869241836","-0.11653381625595151","-0.7339691750802004","-0.8675005677047231","2.1016921506146558","7.442961271473505","0.5187937934151675","6.3425966578898025","4.00860510327439","10.257190484419008","8.025343055575332","7.469083884921234","0.8861001517926413","-0.42474044047008297","1.9192251123607726","-0.4128129271197609","-1.2539599371104801"
"488.00","11.00","46.25678531","20.19530116","3.0","9.0","25.72","6.72","0.51","0.41","0.11","3.27","95.21","1.51","545.49","40.45","112700.61","22.92","7.05","20.1","1459.0","3.2472688993694185","1.9050881545350582","-0.6733445532637656","-0.8915981192837836","-2.2072749131897207","1.184789984909162","4.5560849782976","0.412109650826833","6.301684473299413","3.700066643504501","11.632490112613041","3.132009891846539","7.285506548522785","-0.38754721133929765","-0.6856627024263806","0.9787043125104016","-0.4588425898188089","-1.1264248481927879"
"489.00","12.00","46.26211163","20.16404530","3.0","9.0","4.82","57.78","0.14","18.62","0.16","0.0","67.67","2.13","559.09","67.01","606827.04","28.06","7.85","15.9","12780.0","1.572773928062509","4.056642695038089","-1.9661128563728327","2.924236271848921","-1.8325814637483102","","4.2146429502441345","0.7561219797213337","6.326310461984611","4.20484186198508","13.31599908709848","3.3343450746743146","9.455636727931525","","","","",""
